wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,bn:16619999n,,,"Jednobitová hudba je hudba, která je tvořena pouze sekvencí logických nul a logických jedniček.",,YES,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,bn:00448640n,,"vọng_cổ, vong_co, vong_cổ",Vọng cổ is a Vietnamese song and musical structure used primarily in the cải lương theater music and nhạc tài tử chamber music of southern Vietnam.,"vọng_cổ, vong_co",YES,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,bn:01325854n,,"punk_blues, punk-blues, blues_punk, bluescore",Punk blues is a rock music genre that mixes elements of punk rock and blues.,"punk_blues, blues_punk",YES,
,bn:03476569n,,"zurna, zurla, zurnā, surnai, surnay, surnāy, zourna","The zurna is a wind instrument played in central Eurasia, Western Asia and parts of North Africa.","zurna, algaita, al-ghaita, zourna, ghaita",YES,
,bn:00010662n,,"whirr, whirring, birr, whir",Sound of something in rapid motion,"zumbido, rechino, runrún, rechinamiento",YES,
,bn:00014342n,,"buzzer, buzzers",A signaling device that makes a buzzing sound,"zumbador, bocina, deli",YES,
,bn:03520511n,,"guitar_synthesizer, midi_guitar, guitar_synth, synth_guitar, digital_guitar, guitar_synthesiser, ztar, bass_guitar_synth, guitar_synthesizers, synthesizer_guitar, guitar/synth, guitar/synthesizer",A guitar synthesizer is any one of a number of musical instrument systems that allow a guitarist to access synthesizer capabilities.,"ztar, guitarra__sintetizador, sintetizador_de_guitarra",YES,
,bn:03224022n,,"zouk, zouk_love, zouk-love, caribbean_zouk, zouk_beton, zouklove","Zouk is, a musical movement pioneered and popularized by the French Antillean band Kassav' in the early 1980s.",zouk,YES,
,bn:00776406n,,zouglou,Zouglou is a dance oriented style of music originated from Côte d'Ivoire during the mid-1990s.,zouglou,YES,
,bn:01132858n,,"zortziko, zortzico, zorzico",The zortziko is a dance rhythm that originates in the Basque Country.,"zorcico, zortziko",YES,
,bn:00162359n,,"zoomusicology, music_in_animals, zoomusicologists, insect_music, zoomusicologist, zoomusicological, animal_music","Zoomusicology is a field of musicology and zoology or more specifically, zoosemiotics.","zoomusicología, zoomusicologia, zoomusicology",YES,
,bn:03435353n,,Zeuhl,Zeuhl ,zeuhl,YES,
,bn:02806456n,,"zarzuela, zarzuella, la_zarzuela, zarzuelas, zarzuela_musical_theatre","Zarzuela is a Spanish lyric-dramatic genre that alternates between spoken and sung scenes, the latter incorporating operatic and popular songs, as well as dance.","zarzuela, zarzuelas, zarzuelero, zarzuela_grande, género_grande, zarzuelista",YES,
,bn:03441007n,,"sarabande, sarabandes, zarabanda",The sarabande is a dance in triple metre.,"zarabanda, sarabande, sarabanda, zarabandista, zarabando",YES,
,bn:00069245n,,"saraband, sarabande",A stately court dance of the 17th and 18th centuries; in slow time,zarabanda,YES,
,bn:15251543n,,zapateado,"The zapateado is a group of dance styles of Mexico, characterized by a lively rhythm punctuated by the striking of the dancer's shoes, akin to tap dance.",zapateado,YES,
,bn:03077620n,,zampogna,"Zampogna is a generic term for a number of Italian double chantered pipes that can be found as far north as the southern part of the Marche, throughout areas in Abruzzo, Latium, Molise, Basilicata, Campania, Calabria, and Sicily.",zampoña,YES,
,bn:00685053n,,zabumba,A zabumba is a type of bass drum used in Brazilian music.,zabumba,YES,
,bn:02038670n,,yo-pop,"Yo-pop is a style of Nigerian popular music, popularized in the 1980s by Segun Adewale.","yo-pop, yo_pop",YES,
,bn:03180173n,,"joik, yoik, yoiker, joiking, jojk, luohti, jojkare, yoiking",A joik or yoik is a traditional form of song in Sámi music performed by the Sámi people of Sapmi in Northern Europe.,"yoik, joik",YES,
,bn:00081893n,,"yelp, yelping, yelp,_inc., yip, yelp_incorporated, yelp_inc., yelp!, yelp_inc, yelp.com, yelp_review",A sharp high-pitched cry (especially by a dog),"yip, gañido, quejido, trino, aullido, yelp, aullando",YES,
,bn:01090327n,,"ye-ye, yé-yé, iê-iê-iê, yeye, yeye_music, ye-yé, ye_ye, yéyé, yé_yé",Yé-yé was a style of pop music that emerged from Southern Europe in the early 1960s.,"yé-yé, yeye, ye-yé, ye_ye, yé_yé, ye-ye, ye_yé, iê-iê-iê, chico_ye_yé, chico_yé_yé, chico_ye_ye, chico_ye-ye, chico_yé-yé, chico_ye-yé",YES,
,bn:02850246n,,"yayue, chinese_court_music, ya-yüeh, ya_yue",Yayue was originally a form of classical music and dance performed at the royal court and temples in ancient China.,yayue,YES,
,bn:03602542n,,"yangqin, yang_ch'in, yang_qin, yangqing, 扬琴, yang-chin, yangchen, 揚琴, chinese_dulcimer, yang_quin, electric_yangqin, yang-ch'in","The trapezoidal yangqin is a Chinese hammered dulcimer, likely derived from the Iranian santur or the European dulcimer.",yangqin,YES,
,bn:00895123n,,"xylorimba, marimba-xylophone, xylo-marimba",The xylorimba is a pitched percussion instrument corresponding to a xylophone with an extended range.,xylorimba,YES,
,bn:01347747n,,xun,"The xun is a globular, vessel flute from China.",xun,YES,
,bn:02249473n,,"xote, xotis, xótis",Xote is a Brazilian music genre and dance with a binary or quaternary rhythm.,xote,YES,
,bn:01942151n,,xenochrony,"Xenochrony is a studio-based musical technique developed at an unknown date, but possibly as early as the early 1960s, by Frank Zappa, who used it on several albums.",xenochrony,YES,
,bn:03670353n,,"bowed_clavier, geigenwerk, bogenklavier, klawiolin","The bowed clavier is a keyboard instrument strung with gut strings, the tone of which is produced by a steadily revolving, well rosined cylinder powered by a foot pedal, a mechanism similar to that found in the hurdy-gurdy.","xaenorfica, bowed_clavier, bogenflugel",YES,
,bn:01074056n,,"worldbeat, world_beat",Worldbeat is a music genre that blends pop music or rock music with world music or traditional music.,worldbeat,YES,
,bn:00081530n,,"woofer, woofers",A loudspeaker that reproduces lower audio frequency sounds,"woofer, bafle",YES,
,bn:00081527n,,woodwind_family,(music) the family of woodwind instruments,woodwind_familia,YES,
,bn:01285441n,,"wonky, purple_sound, street_bass, wonky_music, aquacrunk, bristol_wonky","Wonky is a subgenre of electronic music known primarily for its off-kilter or “unstable” beats, as well as its eclectic blend of genres including hip hop, electro-funk, chiptune, jazz fusion, glitch, and crunk.",wonky,YES,
,bn:00583436n,,"white_label, white_labels, test_pressing, whitelabel, whitelabels, white-label, white-labels",White label records are vinyl records with plain white labels attached.,"white_label, etiqueta_blanca, etiquetas_blancas",YES,
,bn:01913047n,,"whistle_register, whistle_tone, whistle_voice, flute_register, whistle_note, flageolet_register, super-head_voice, whistle_tones, super-head_register","The whistle register is the highest register of the human voice, lying above the modal register and falsetto register.","whistle_register, voz_tiple, registro_de_silbido",YES,
,bn:03452975n,,"western_swing, country/western_swing, country_swing, texas_swing",Western swing music is a subgenre of American country music that originated in the late 1920s in the West and South among the region's Western string bands.,western_swing,YES,
,bn:01716682n,,west_coast_jazz,West Coast jazz refers to styles of jazz that developed in Los Angeles and San Francisco during the 1950s.,west_coast_jazz,YES,
,bn:00952845n,,"west_coast_hip_hop, west_coast_hip-hop, west_coast_rap, mobb_music, bay_area_rappers, california_rap, westcoast_hip_hop, westcoast_rap, mobb, west_coast_rap-history, california_hip_hop, mixmaster_spade, west_coast_rapper, bay_area_rapper",West Coast hip hop is a regional genre of hip hop music that encompasses any artists or music that originated in the West Coast region of the United States.,"west_coast_hip_hop, west_coast_rap, west_coast_hip-hop",YES,
,bn:00962690n,,"west_coast_blues, western_blues","The West Coast blues is a type of blues influenced by jazz and jump blues, with strong piano-dominated sounds and jazzy guitar solos, which originated from Texas blues players who relocated to California in the 1940s.",west_coast_blues,YES,
,bn:03345993n,,"waulking_song, oran_luaidh, òrain_luaidh","Waulking songs are Scottish folk songs, traditionally sung in the Gaelic language by women while fulling cloth.","waulking_song, waulking_canción",YES,
,bn:01235758n,,"waterphone, ocean_harp, aquaphone, oceanharp, water_phone",A waterphone is a type of inharmonic acoustic tuned idiophone consisting of a stainless steel resonator bowl or pan with a cylindrical neck and bronze rods of different lengths and diameters around the rim of the bowl.,waterphone,YES,
,bn:03544145n,,"warabe_uta, warabe-uta","Warabe uta are traditional Japanese songs, similar to nursery rhymes.",warabe_uta,YES,
,bn:00080427n,,waltzer,A dancer who waltzes,"waltzer, valsador",YES,
,bn:02038690n,,waka_music,Waka music is a popular Islamic-oriented Yoruba musical genre.,"waka, música_waka",YES,
,bn:03322477n,,wah-wah,"Wah-wah is an imitative word for the sound of altering the resonance of musical notes to extend expressiveness, sounding much like a human voice saying the syllable wah.","wah-wah, wah-wah_pedal, pedal_wah-wah, wahwah, wah_wah_pedal, wah_wah",YES,
,bn:00080326n,,wagnerian,A follower of the theories or an admirer of the music of Richard Wagner,"wagneriana, wagneriano",YES,
,bn:00080276n,,vroom,The roaring sound made by a motor that is running at high speed,vroom,YES,
,bn:00190825n,,"death_growl, death_grunt, growling, harsh_vocals, unclean_vocalist, gore_growl, guttural_vocals, death_metal_growl, growled_singing, metal_growl, death_vocals, death_metal_grunt, dry_lung_vocals, grunt, grunting_vocals, grunted_vocals, death_metal_vocals, death_grunting, growled_vocals, death_growls, growl, cookie_monster_vocals, dry_vocals, dry-lung_vocals, growl_vocals, death_grunts, growling_vocals, brutal_vocals, death_vocal, grunting, unclean_vocals, death_growling","A death growl, or simply growl, is a vocal style usually employed by death metal singers but also used in other heavy metal styles, such as metalcore.","voz_gutural, voces_guturales, gruñido_muerte, death_growl, muerte_gruñidos",YES,
,bn:03214476n,,"boy_soprano, boy_sopranos, boy_treble, treble","A boy soprano or boy treble is a young male singer with an unchanged voice in the soprano range, a range that is often still called the treble voice range when talking about children.","voz_blanca, voz_infantil, voces_infantiles, voces_blancas, niño_soprano",YES,
,bn:00079019n,,undertone,A quiet or hushed tone of voice,voz_baja,YES,
,bn:04729130n,,"voice, vocals, singing_voice",human voice as musical instrument,voz,YES,
,bn:00080271n,,"vox_humana, voce_humana, voix_humaine, voz_humana, voce_umana",An organ reed stop producing tones imitative of the human voice,vox_humana,YES,
,bn:03241062n,,"scroll, scroll_volute, finial_volute, fiddle_head, fiddlehead, fiddle_finial, finial_scroll, scroll_finial, volute_finial, volute_scroll","A scroll is the decoratively carved beginning of the neck of certain stringed instruments, mainly members of the violin family.","voluta, desplazamiento",YES,
,bn:00047044n,,"loudness, volume, sound_intensity, intensity, loudly, loudness_perception, acoustic_intensity, sound_energy_flux_density, apparent_loudness, sound_intensity_level, sound_volume, acoustic_intensity_level, blare, blaring, loudest",The magnitude of sound (usually in a specified direction),"volumen, sonoridad, intensidad_de_sonido, intensidad, intensidad_sonora, fuerza, intensidad_acustica, intensidad_acústica, variación_dinámica, volumen_de_sonido, intensidad_del_sonido",YES,
,bn:00080201n,,"voix_celeste, vox_angelica, voix_céleste, vox_celeste, unda_maris",An organ stop producing a gentle tremolo effect,"voix_celeste, vox_angelica",YES,
,bn:00240381n,,"vogue, voguing, vogueing, vouging","Vogue, or voguing, is a highly stylized, modern house dance originating in the late 1980s that evolved out of the Harlem ballroom scene of the 1960s.","vogue, voguing",YES,
,bn:02622771n,,"vocoder, vocode, ralcwi, voice_coder, vocoding, channel_vocoder, vocorder, vocoded, vocoders, voice_encoder","A vocoder is a category of voice codec that analyzes and synthesizes the human voice signal for audio data compression, multiplexing, voice encryption or voice transformation.","vocoder, vocoders",YES,
,bn:00014793n,,"yell, vociferation, outcry, shout, call, cry",A loud utterance; often in protest or opposition,"vociferación, grito, tole, algarada, protesta, clamor, gritar",YES,
,bn:02405676n,,vocalese,Vocalese is a style or musical genre of jazz singing in which words are added to an instrumental soloist's improvisation.,vocalese,YES,
,bn:00324262n,,"vocal_trance, vocal_trance_music",Vocal trance is a subgenre of trance music that focuses on vocals and melodies.,"vocal_trance, trance_vocal",YES,
,bn:00932410n,,"scratch_vocal, scratch_vocals",A scratch vocal is a vocal performance that a singer records to provide a reference track that music producers and audio engineers can use as they craft other pieces of the recorded song.,vocal_cero,YES,
,bn:03186144n,,"visual_kei, angura_kei, japanese_glam_rock, osharee_kei, visual-kei, v-kei","Visual kei is a movement among Japanese musicians, that is characterized by the use of varying levels of make-up, elaborate hair styles and flamboyant costumes, often, but not always, coupled with androgynous aesthetics, similar to Western glam rock.","visual_kei, visual_rock, visual-kei",YES,
,bn:03653114n,,"viruttam, viruttams",A viruttam or virutham is a Hindu devotional verse sung in Carnatic music concerts.,viruttam,YES,
,bn:00080081n,,virtuosity,Technical skill or fluency or style exhibited by a virtuoso,"virtuosismo, virtuosidad",YES,
,bn:00924510n,,"virginalist, english_virginalist_school, virginalists","Virginalist denotes a composer of the so-called virginalist school, and usually refers to the English keyboard composers of the late Tudor and early Jacobean periods.",virginalist,YES,
,bn:00425001n,,"virelai, chanson_baladee, virelais, rondeau-virelai, virelai_ancien, virelay, chanson_baladée, virelai_nouveau",A virelai is a form of medieval French verse used often in poetry and music.,"virelai, virelay, chanson_balladée",YES,
,bn:01564673n,,"violone, violonist","The term violone can refer to several distinct large, bowed musical instruments which belong to either the viol or violin family.","violone, violón",YES,
,bn:03813651n,,electric_cello,The electric cello is a type of cello that relies on electronic amplification to produce sound.,violonchelo_eléctrico,YES,
,bn:00647058n,,"stroh_violin, stroviol, stroh_violin_or_horn-violin, violinophone, horn_violin, horn-violin, strohviol",The Stroh violin or Stroviol is a type of stringed musical instrument that is mechanically amplified by a metal resonator and horn attached to its body.,"violinofón, violín_stroh, violín_corneta, violinofon, violin_stroh, violín_tronpeta, violin_corneta, violín-corneta",YES,
,bn:01307957n,,jazz_violin,Jazz violin is the use of the violin or electric violin to improvise solo lines.,violín_jazz,YES,
,bn:03233537n,,"hardanger_fiddle, hardingfele, harding_fiddle, hardangerfele, norwegian_fiddle, norwegian_violin",A Hardanger fiddle is a traditional stringed instrument used originally to play the music of Norway.,"violín_hardanger, hardingfele",YES,
,bn:03280829n,,"electric_violin, silent_violin, electric_violinist, electric_fiddle, electrical_violin, electric_violins",An electric violin is a violin equipped with an electronic output of its sound.,"violín_eléctrico, violin_electrico, violín_electrico, violines_eléctricos, violin_eléctrico",YES,
,bn:02587576n,,cajun_fiddle,Cajun fiddle music is a part of the American fiddle music canon.,violín_cajun,YES,
,bn:00689601n,,"baroque_violin, baroque_violinist, baroque_cello, baroque_bow",A Baroque violin is a violin set up in the manner of the baroque period of music.,"violín_barroco, violonchelo_barroco",YES,
