wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:00556375n,,"viola_caipira, viola, brazillian_guitar, viola_guitar, violao_braguesa, violao_amarantina, violao_amarantine","The viola caipira, often simply viola, is a Brazilian ten-string guitar with five courses of strings arranged in pairs.",altviool_caipira,YES,,,
,bn:02976431n,,"vinyl_emulation_software, digital_vinyl_system, digital_vinyl_software, vinyl_emulation, comparison_of_vinyl_emulation_software, comparison_of_vinyl_emulation_softwares, software_disk_jockey","Vinyl emulation allows a user to physically manipulate the playback of digital audio files on a computer using the turntables as an interface, thus preserving the hands-on control and feel of DJing with vinyl.",vinyl_emulatie_software,YES,,,
,bn:01385451n,,"vintage_guitar, vintage_guitars",A vintage guitar is an older guitar usually sought after and maintained by avid collectors or musicians.,vintage_gitaar,YES,,,
,bn:03022259n,,"villanella, villanesca, villanesche, canzone_villanesca","In music, a villanella is a form of light Italian secular vocal music which originated in Italy just before the middle of the 16th century.",vintage_gitaar,YES,,,
,bn:02454285n,,"villancico, vilancete, villancicos",The villancico or vilancete was a common poetic and musical form of the Iberian Peninsula and Latin America popular from the late 15th to 18th centuries.,"villancico, vilhancico, villancicos",YES,,,
,bn:03278100n,,"viking_rock, vikingarock, viking_punk","Viking rock is a rock music genre that takes much of its themes from 19th-century Viking romanticism, mixing it with elements of rockabilly, Oi!",viking_rock,YES,,,
,bn:03581109n,,"viking_metal, viking/folk_metal, troll_metal, anglo-saxon_metal","Viking metal is a style of heavy metal music characterized by a lyrical and thematic focus on Norse mythology, Norse paganism, and the Viking Age.","viking_metal, vikingmetal, vikingarock, vikingrock",YES,,,
,bn:03197129n,,"vihuela, vihuela_de_mano","The vihuela is a 15th-century fretted plucked Spanish string instrument, shaped like a guitar but tuned like a lute.",vihuela,YES,,,
,bn:03085437n,,"video_tape_recorder, vtr, video_tape_recording, video_tape_recorders, video_tape_machine, videotape_recorder, videotape_machine",A video tape recorder is a tape recorder designed to record and play back video and audio material from magnetic tape.,"videorecorder, video-opnamen",YES,,,
,bn:01295459n,,"video_design, projection_design, projection_designer, concert_video_design, video_designer, video_projection_designer",Video design or projection design is a creative field of stagecraft.,videodesign,YES,,,
,bn:00298858n,,"vibrator, slicer, boss_sl-20, boss_sl-20_slicer","A slicer is an effects unit which is similar to a vibrato, phaser, or autopan.","vibrator, slicer, boss_sl-20, boss_sl-20_slicer",YES,,,
,bn:00559258n,,"vibrato_system_for_guitar, tremolo_arm, vibrato_systems_for_guitar, tremelo_arm, vibrato_tailpiece, fender_floating_bridge, tremstopper, kaufmann_vibrola, gibson_maestro, kauffman_vibrola, locking_tremolo, maestro_vibrola, wammy_bar, hard_tail, wang_bar, whammy_bar, synchronized_tremolo, vibrola, mustang_trem, whamy_bar, fender_floating_tremolo, vibrato_arm, vibrato_bar, kaufman_vibrato, gibson_vibrola, fender_dynamic_vibrato, tremolo_bar",A vibrato system on a guitar is a mechanical device used to temporarily change the pitch of the strings.,"tremolo, vibrato, whammy_bar, tremolo_arm",YES,,,
,bn:00066757n,,"vibrating_reed, reed",A vibrator consisting of a thin strip of stiff material that vibrates to produce a tone when air streams over it,"riet, rietje, trillende_riet",YES,,,
,bn:03310174n,,"vibraslap, vibra_slap, vibra-slap",The vibraslap is a percussion instrument consisting of a piece of stiff wire connecting a wood ball to a hollow box of wood with metal “teeth” inside.,vibraslap,YES,,,
,bn:00079902n,,"vibraphone, vibraharp, vibes, mallet_damping, henry_schluter, vibraphones, vibrophone, mallet_dampening, vibraphonists",A percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound,"vibrafoon, vibrafonist, vibrafoons, vibraharp, vibes",YES,,,
,bn:01798175n,,"via, vocal-instrumental_group, via_music, vocal-instrumental_ensemble, vokalno-instrumentalny_ansambl",VIA is an abbreviation for Vocal-Music Instrumental-Ensemble.,,YES,,,
,bn:01278488n,,"vertical_cut_recording, hill-and-dale_recording, hill_and_dale",The vertical cut recording process is an early method of audio recording by which a stylus cuts a vertical groove into a phonograph record.,vertical_cut_opnemen,YES,,,
,bn:14946630n,,"verso, versos","The verso is a genre in Iberian organ music, a local variant of the organ mass verset or alternatim.","verso, versos",YES,,,
,bn:16906551n,,"verse-chorus_form, verse–chorus_form, verse-chorus, simple_verse-chorus_form, verse-chorus-verse_form, verse-refrain_form, simple_verse_form, breakout_chorus, contrasting_verse-chorus_form, verse_refrain_form, verse_refrain, verse–refrain_form","Verse–chorus form is a musical form common in popular music, used in blues and rock and roll since the 1950s, and predominant in rock music since the 1960s.","couplet-refrein_vorm, couplet-refrein",YES,,,
,bn:02601960n,,verse_anthem,"In religious music, the verse anthem is a type of choral music, or song, distinct from the motet or 'full' anthem.",vers_volkslied,YES,,,
,bn:15265029n,,"verismo, verismo_opera","In opera, verismo was a post-Romantic operatic tradition associated with Italian composers such as Pietro Mascagni, Ruggero Leoncavallo, Umberto Giordano, Francesco Cilea and Giacomo Puccini.","verismo, verisme, verismo_opera",YES,,,
,bn:03270252n,,verdiales,"Verdiales are a Flamenco music style, and song form belonging to cante chico.",verdiales,YES,,,
,bn:03137750n,,"verbunkos, hongroise, verbuňk, slovácko_verbuňk, verbunko, verbunk","Verbunkos, other spellings being Verbounko, Verbunko, Verbunkas, Werbunkos, Werbunkosch, Verbunkoche; sometimes known simply as the hongroise or ungarischer Tanz is an 18th-century Hungarian dance and music genre.","verbunk, verbunkos",YES,,,
,bn:01712953n,,ver,"Ver or Voviyo are songs sung during the pre-marriage ceremony known as Ros in Goa, India.",ver,YES,,,
,bn:00628159n,,venezuelan_rock,"Venezuelan rock is rock music from Venezuela, the most common being based on Rock en Español.",venezolaanse_rock,YES,,,
,bn:03724750n,,"venetian_polychoral_style, cori_spezzati, coro_spezzato",The Venetian polychoral style was a type of music of the late Renaissance and early Baroque eras which involved spatially separate choirs singing in alternation.,"cori_spezzati, venetiaanse_polychoral_stijl",YES,,,
,bn:02546093n,,"veena, beena, vina, vīnā, vīṇā, veene, bina, veenai, vainika",The veena comprises a family of chordophone instruments from the Indian subcontinent.,"vina, veena",YES,,,
,bn:00573096n,,"vè, ve","Vè is a Vietnamese poetic and song form, most typical of northern Vietnam.","vè, ve",YES,,,
,bn:16050704n,,"vaporwave, trumpwave, mallsoft, what's_a_future_funk?, late-nite_lo-fi, vapourwave, list_of_vaporwave_subgenres, vaportrap, post-vaporwave, virtual_plaza, oceangrunge","Vaporwave is a microgenre of electronic music, a visual art style, and an Internet meme that emerged in the early 2010s.",vaporwave,YES,,,
,bn:00079518n,,valve,Device in a brass wind instrument for varying the length of the air column to alter the pitch of a tone,klep,YES,,,
,bn:03115537n,,vallenato-salsa,Vallenato-salsa is a style of salsa music associated with Colombia.,vallenato-salsa,YES,,,
,bn:03782040n,,"vallenato, paseo_vallenato, vallenato_music, merengue_vallenato, puya_vallenata, son_vallenato","Vallenato, along with cumbia, is a popular folk music genre of Colombia.",vallenato,YES,,,
,bn:03608129n,,"vadi, vadhi","Vaadi, in both Hindustani classical music and Carnatic music, is the tonic swara of a given raga.",vadi,YES,,,
,bn:00079417n,,"utterer, vocalizer, vocaliser",An organism that can utter vocal sounds,zanger,YES,,,
,bn:01815972n,,utagoe_coffeehouse,"Utagoe coffeehouse refers to the type of coffeehouses that featured the customers' joining in singing songs together, which was very popular in Japan in ca. 1955-1975.",utagoe,YES,,,
,bn:01384747n,,"usul, rhythm_in_turkish_music","In Ottoman classical music, usul is an underlying rhythmic cycle that complements the melodic rhythm and sometimes helps shape the overall structure of a composition.",usul,YES,,,
,bn:00834789n,,uruguayan_rock,Uruguayan rock first emerged in Uruguay in the 1950s.,uruguayaanse_rock,YES,,,
,bn:02604800n,,"urtext_edition, urtext_editions","An urtext edition of a work of classical music is a printed version intended to reproduce the original intention of the composer as exactly as possible, without any added or changed material.",urtext_uitgave,YES,,,
,bn:02255994n,,"urban_gospel, urban_contemporary_gospel, contemporary_gospel, black_gospel/version_2",Urban/contemporary gospel is a modern subgenre of gospel music.,stedelijke_evangelie,YES,,,
,bn:00079273n,,"upright_piano, upright",A piano with a vertical sounding board,piano,YES,,,
,bn:02360728n,,"uplifting_trance, anthem_trance, epic_trance, euphoric_trance, epic","A large subgenre of trance music, named for the feeling which listeners claim to get (often described as a ""rush"").",uplifting_trance,YES,,,
,bn:00079232n,,"up_bow, up-bow, upbow, 𝆫",An upward stroke from the tip to the heel of the bow,"opstreek, up-bow",YES,,,
,bn:03214006n,,"unsigned_artist, unsigned_band, unsigned_musician","An unsigned artist, unsigned band or independent artist is a musician or musical group not under a contract with a record label.",unsigned_artist,YES,,,
,bn:03093724n,,unmeasured_prelude,Unmeasured or non-measured prelude is a prelude in which the duration of each note is left to the performer.,unmeasured_prelude,YES,,,
,bn:01162990n,,"united_states_military_bands, u.s._army_bands, service_band, u.s._military_bands, service_bands","United States military bands include musical ensembles maintained by the United States Army, United States Marine Corps, United States Navy, United States Air Force, and United States Coast Guard.",verenigde_staten_militaire_bands,YES,,,
,bn:16624636n,,"unitar, one_string_guitar","The one stringed guitar, also known as a Unitar is a somewhat less known version of the standard electric guitar.",een_snarige_gitaar,YES,,,
,bn:00079105n,,"unison, perfect_unison, prime, div., unisono, perfect_first, all'_unisono, all'unisono, divisi, unis.",(music) two or more sounds or tones at the same pitch or in octaves,"unisono, eenstemmig, koor",YES,,,
,bn:02108619n,,"unfolding, compound_melody, auflockerung, auswicklung","In Schenkerian analysis, unfolding or compound melody is the implication of more than one melody or line by a single voice through skipping back and forth between the notes of the two melodies.",unfolding,YES,,,
,bn:00715870n,,"unfinished_symphony, unfinished_musical_compositions","An unfinished symphony is a fragment of a symphony, by a particular composer, that musicians and academics consider incomplete or unfinished for various reasons.",onvoltooide_symfonie,YES,,,
,bn:00079019n,,undertone,A quiet or hushed tone of voice,ondertoon,YES,,,
,bn:00821856n,,"underground_music, underground_bands, musik_'underground', underground_scene, underground_musician, underground, underground_rock, underground_musicians, underground_band, underground_music_industry","The term ""underground music"" can be taken to denote those practices perceived as outside, or somehow opposed to, mainstream popular music culture.","underground_muziek, underground_scene",YES,,,
,bn:03360523n,,"underground_hip_hop, underground_hip-hop, underground_rap, indie_hip_hop, ughh, undergound_hip_hop, indy_hip-hop, indie_hip-hop, indy_hip_hop, hip-hop_underground, underground_hip-hop_subculture, independent_hip_hop, underground_hiphop, independent_hip-hop",Underground hip hop is an umbrella term for hip hop music outside the general commercial canon.,"underground_hip_hop, underground_hip-hop, underground_rap, indie_hip_hop",YES,,,
,bn:00078904n,,ultrasound,Very high frequency sound; used in ultrasonography,ultrageluid,YES,,,
,bn:00240013n,,ulla,The ulla is a traditional Korean percussion instrument comprising a set of ten small tuned gongs in a wooden frame.,ulla,YES,,,
,bn:00495071n,,"ukrainian_folk_music, ukrainian_folk_songs, ukrainian_traditional_song, ethnic_ukrainian_music, ukrainian_folk_instruments, ukrainian_folk_song, ukrainian_folk_instrument","Ukrainian folk music includes a number of varieties of traditional, folkloric, folk-inspired popular and folk-inspired classical traditions.","oekraïense_volksliederen, oekraïense_volksmuziek",YES,,,
,bn:00583941n,,"ʻūkēkē, ukeke","The ʻūkēkē is a musical bow made of koa wood, 16 to 24 inches long and about 1½ inches wide with two or three strings fastened through and around either end, tuned to an A major triad.","ʻūkēkē, ukeke",YES,,,
,bn:00140668n,,"uk_hip_hop, british_hip_hop, uk_hip-hop, uk_rap, u.k_hip_hop, 1980s_british_hip_hop, brit_hip_hop, u.k._hip-hop, brithop, british_hiphop, road_rap, english_rapper, english_hip-hop, knowledge, british_rapper, british_trap, u._k._hip_hop, brit-hop, brit_rap, british_rap, u.k_hip-hop, britcore, brit_hop, english_hip_hop, english_rap, british_hip-hop, u.k._hip_hop, uk_trap, u._k._hip-hop","British hip hop, also known as UK rap, is a genre of music, and a culture that covers a variety of styles of hip hop music made in the United Kingdom.","britse_hip_hop, british_hip_hop",YES,,,
