wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?,note,removed EN,Removed IT,Multiword Expression,annotator traduction
,bn:00014401n,n,"c_major, c_major_scale, scale_of_c_major, key_of_c, c, za, c-major, d_double-flat_major",(music) the major scale having no sharps or flats,"do_maggiore, c_scala_maggiore, scala_di_do_maggiore",YES,,,,,
,bn:00014490n,n,cachinnation,Loud convulsive laughter,cachinno,YES,,,cachinnation,"risata_sguaiata, risata_rumorosa",
,bn:00014494n,n,cackle,The sound made by a hen after laying an egg,coccodè,YES,,,,,
,bn:00014495n,n,"cackle, yak, yakety-yak, chatter, yack",Noisy talk,"cicaleccio, chiacchiericcio, favellio, chiacchierio, chiacchiera, cicalamento, cicalio, bla-bla, parlottio, chiacchierata, yakety-yak, yack",YES,,,,,
,bn:00014496n,n,cackle,A loud laugh suggestive of a hen's cackle,,YES,traduzione è in multiword expression,,,risata_da_gallina,
,bn:00014504n,n,"cacophony, euphony",Loud confusing disagreeable sounds,"cacofonia, eufonia",YES,non penso che questi termini dovrebbero trovarsi insieme ,,,,
,bn:00014521n,n,"cadency, cadence",A recurrent rhythmical series,cadenza,YES,,,,,
,bn:00014793n,n,"yell, vociferation, outcry, shout, call, cry",A loud utterance; often in protest or opposition,"clamore, urlo, grido, strillata, urlata, vocio, protesta, gridare",YES,,,,,
,bn:00014827n,n,"caller, caller-out, call, dance_caller",A person who announces the changes of steps during a dance,,YES,"ho i eliminato i lemmi già presenti in lemmata IT perchè non li ho trovati da nessuna parte, ma non sono riuscito a sostituirli con altri. Immagino che o il termine rimanga invariato o non è prevista una traduzione specifica e questo ruolo in italiano è dato al coreografo/maestro di danza ",,"chiamante, chiamante_out",,
,bn:00015176n,n,"cancan, can-can, can_can, tiered_petticoat, french_cancan, the_can_can, can_can_dancing, can-can_dancing, the_can-can, chahut, grisettes, quadrille_des_clodoches",A high-kicking dance of French origin performed by a female chorus line,"cancan, can-can, can_can, can-can_francese",YES,,,,,
,bn:00015365n,n,cantillation,Liturgical chanting,cantillazione,YES,,,,,
,bn:00015367n,n,canto,The highest part (usually the melody) in a piece of choral music,canto,YES,,,,,
,bn:00015377n,n,"cantor, hazan, hazzan, chazzan, cantoral_music, hazzanim, shaliach_tzibur, jewish_cantor, shaliach_tzibbur, chazanim, hazzen, khazn, sheliah_tsibbur, hazzanut, chazen, khazone, ḥazan, ḥazzanim, chazzen, chazanuth, role_of_the_cantor_in_judaism, chazan, ḥazzan",The official of a synagogue who conducts the liturgical part of the service and sings or chants the prayers intended to be performed as solos,"chazzan, hazzan, chazzàn, hazan, chazan, cazan",YES,,,,,
,bn:00015417n,n,"condenser_microphone, capacitor_microphone, condenser_mike, capacitor_mike",Microphone consisting of a capacitor with one plate fixed and the other forming the diaphragm moved by sound waves,"microfono_a_condensatore, microfono_condensatore",YES,,,,,
,bn:00015980n,n,"cardioid_microphone, cardioid_mike",A directional microphone with a cardioid pattern of sensitivity,microfono_cardioide,YES,,,,,
,bn:00016078n,n,"carillon, carillonist, carollon, carilloni, carillonists, carillonneurs, carallon, carillon_bell, carillons",Set of bells hung in a bell tower,"carillon, carillonneur",YES,,,,carillon_di_campane,
,bn:00016155n,n,"christmas_carol, carol, noel, christmas_song, hirtenlieder, kalanda, christmas_hymn, weihnachtslied, christian_carol, kalanta, hirtenlied, weihnachtslieder, christmas_carrol, christmas_carols",Joyful religious song celebrating the birth of Christ,"canto_natalizio, canto_di_natale, christmas_carol, canzone_natalizia, carola_natalizia, carola_di_natale, canti_natalizi, brano_musicale_natalizio, carole_di_natale, canti_di_natale",YES,,,,,
,bn:00016156n,n,"carol, kalanda, carol_singer, kálanda, carolers, carols, nowel",A joyful song (usually celebrating the birth of Christ),"carola, carol, canti",YES,,,,,
,bn:00016335n,n,"pickup, cartridge, pick_up, guitar_pickup, electro-magnetic_pickup, guitar_pickups, passive_pickup, active_pickup, piezoelectric_pickup, bass_pickup, guitar_pick-up, optical_pickups, magnetic_pickup, piezo_pickup, picup, electromagnetic_pickup, electronic_pickup",An electro-acoustic transducer that is the part of the arm of a record player that holds the needle and that is removable,"pick-up, fonorivelatore, fonogeno, pickup_chitarra, pickup, pickup_piezoelettrico",YES,,,,,
,bn:00016498n,n,cassette_player,Electronic equipment for playing cassettes,"riproduttore_a_cassetta, lettore_di_cassette, lettore_cassette",YES,,,,,
,bn:00016499n,n,cassette_recorder,A recorder for recording or playing cassettes,"registratore_a_cassetta, registratore_a_cassette, giranastri",YES,,,,,
,bn:00016500n,n,"cassette_tape, compact_audio_cassette, audio_cassette, music_cassette, compact_cassette, compact_cassette_tape, compact_casette, musicassette, compact_casettes, standard_audio_cassette, cassette_tape_recorder, tape_salad, compact_audio_cassettes, cassette, casette_tape, metafine, tape, mc, music_cassettes, music_cartridge, metal_tape, musiccassette, radio_casette, compactcasette, music-cassette, k7, 120_minute_compact_cassette, auto-reverse, audio_cassette_interface, audio_tape, auto_reverse, tape_cassette, cassettetape, pop_tape, autoreverse, magnetophone_cassette, audio_cassettes, cassette-tape_recorder, c-cassette, cassette_tapes, cassette_tape_interface, eaten_tape, audio_cartridge, audio_cassette_tape, audio_casette, chewed_tape, musicassettes, cc, c90_audio_cassette, cassete_tape, bandsalat, type_iv_tape, magnetophone_cassettes, cassette_interface, music-cassettes",A cassette that contains magnetic tape,"cassetta, audiocassette, musicassetta, musicassette, compact_cassette, nastro_audio, audiocassetta, microcassetta, cassette, cassette_tape",YES,,,,,
,bn:00016698n,n,catcall,A cry expressing disapproval,"fischio, fischiata",YES,,,,,
,bn:00016741n,n,"caterwaul, cat_communication, feline_behaviour, olfactory_communication_in_cats, catfight, cat-specific_body_language, merow, cat_behavior, language_of_cats, cat_behaviour, feline_ethology, cat_grooming, cat_kneading, behavior_of_cats, feline_behavior, mreow, left-righting",The yowling sound made by a cat in heat,miagolare,YES,,,,,
,bn:00016901n,n,caw,The sound made by corvine birds,"gracchio, gracchiare",YES,,,,,
,bn:00016915n,n,"compact_disc, cd, compact_disk, compact_disks, compact_discs, cd_quality, un_cd, c_d, digital_record, compactdisk, cd_recording, cds, compact_laser_disc, cd-quality, audio_cds, cd_audio, compact_audio_disc, midi_disc, c.d, c.d., music_compact_disc, compact_laser_disk",A digitally encoded recording on an optical disk that is smaller than a phonograph record; played back by a laser,"compact_disc, cd, minicd, compact-disc, compact_disk, cd_audio, c.d., cdrom/xa, cd-xa, mini-cd, cd-rom/xa, album_digitale",YES,,,,,
,bn:00017079n,n,"harpsichord, cembalo, clavecin, clavicembalo, virginalls, arpicordo, harpsichord_materials, harpsi, english_virginal, harpsichords, harpischord, klavecimbel, harpsicall, harpsicord, clavicymbal, clavessin, harpsicon, virginall",A clavier with strings that are plucked by plectra mounted on pivots,"clavicembalo, cembalo, gravicembalo, clavicembali, arpacordo, arpicordo, clavicembalistici, cembalaro, virginale, harpsichord",YES,,,,,
,bn:00017444n,n,"cha-cha-cha, cha-cha, cha-cha-chá, the_cha_cha, cha_cha_dance",A modern ballroom dance from Latin America; small steps and swaying movements of the hips,"cha-cha-cha, cha_cha_cha, chachacha, cha-cha",YES,,,,,
,bn:00017519n,n,chair,A particular seat in an orchestra,,YES,"Sembra che il termine in italiano non si traduca ma venga inglobato nello strumento di riferimento. Es: first chair violin = primo violino, ecc.  ",,,,
,bn:00017671n,n,"change_ringing, change-ringing, striking_contest, bellringer, cinques, blue_line, striking_competition, half-muffled, plain_bob_doubles, bell-ringing, doubles, learning_change_ringing, plain_bob_triples",Ringing tuned bells in a fixed order that is continually changing,cambiare_suoneria,YES,,,,,
,bn:00017703n,n,chantry,An endowment for the singing of Masses,cappella_votiva,CHECK,,,,,
,bn:00017881n,n,"charleston, the_charleston, charleston_rhythm, charleston_dance",An American ballroom dance in syncopated rhythm; popular early in the 20th century,charleston,YES,,,,,
,bn:00017930n,n,"chasse, sashay, chassé, chassé_step",(ballet) quick gliding steps with one foot always leading,"chassé, pas_chassé, chasse",YES,,,,,
,bn:00018030n,n,"peep, cheep, chirp",The short weak cry of a young bird,"pigolio, pio_pio",YES,,,vocalizzazione_uccello,"canto_degli_uccelli, chiamata_uccello, richiami_di_uccelli",
,bn:00018429n,n,"chinrest, chin_rest",A rest on which a violinist can place the chin,mentoniera,YES,,,,,
,bn:00018493n,n,"chink, clink, click",A short light metallic sound,"scatto, scrocco, click",YES,,,,,
,bn:00018542n,n,chirp,A sharp sound made by small birds or insects,"cri_cri, cri-cri, cinguettare, cinguettio",YES,ho aggiunto cinguettio,,,,
,bn:00018544n,n,"chirrup, twitter",A series of chirps,"cinguettare, cinguettio",YES,,,,,
,bn:00018667n,n,"choir, quire, choir-loft, choir_enclosure, choir_stalls, choir_stall, quire,_choir, choir-stalls",The area occupied by singers; the part of the chancel between sanctuary and nave,"coro, cantoria, coro_a_deambulatorio, coro_absidato, stalli_del_coro",YES,,,,,
,bn:00018668n,n,"choir_loft, matroneum",A gallery in a church occupied by the choir,"matroneo, matronei, coro_loft, coro",YES,,,,,
,bn:00018741n,n,"chorale, choral",A stately Protestant (especially Lutheran) hymn tune,"corale, corali",YES,,,,,
,bn:00018742n,n,choral_ode,Ode sung by the chorus in classical Greek drama,corale_ode,YES,,,,,
,bn:00018745n,n,"chord, musical_chord, octave_chord, chord_stream, chord-based, chord_symbol, piano_chord, sonority, suspended_fourth, accordo, chord_symbols, piano_chords",A combination of three or more notes that blend harmoniously when sounded together,"accordo, accordi_musicali, accordo_musicale, quintiade, sestiade, quadriade, settiade, eptiade, simbolo_accordo",YES,,,,,
,bn:00018754n,n,"chordophone, string_instrument, stringed_instrument, stick_chordophone, simple_chordophone, frame_chordophone, composite_chordophone, cordophone, tube_chordophone, bar_chordophone, raft_chordophone, board_chordophone, trough_chordophone, chordophones","A stringed instrument of the group including harps, lutes, lyres, and zithers","cordofoni, cordofono, strumenti_a_corde, strumenti_cordofoni, strumento_a_corde, strumenti_musicali_cordofoni, strumento_a_corda, strumento_musicale_a_corde_pizzicate, cordofoni_a_pizzico, strumenti_a_corda, strumento_musicale_a_corde, strumento_cordofono",YES,,,,,
,bn:00018759n,n,choreographer,Someone who creates new dances,coreografo,YES,,,,,
,bn:00018760n,n,"choreography, dance_composition, choreographic_composition, stage_dancing, dance_choreography, composition",A show involving artistic dancing,"coreografia, dancing_stage",YES,,,,,
,bn:00018761n,n,choreography,The representation of dancing by symbols as music is represented by notes,coreografia,YES,,,,,
,bn:00018762n,n,"choreography, fan_choreography",A notation used by choreographers,"coreografia, coreografi, coreografato, coreografie",YES,,,,,
,bn:00018780n,n,"chuckle, chortle",A soft partly suppressed laugh,"riso_represso, ridacchiare",YES,,,,,
,bn:00019279n,n,"zither, cither, zithern, cittern, board_zither, cetra_da_tavola, simple_chordophone, the_zither, zithers, zitherist",A musical stringed instrument with strings stretched over a flat sounding board; it is laid flat and played with a plectrum and with fingers,"cetra, cetra_da_tavolo, zither, cordofoni_semplici, cetre, zithern",YES,,,,,
,bn:00019424n,n,"hue_and_cry, clamouring, clamor, clamour, clamoring",Loud and persistent outcry from many people,"vocio, clamore, chiasso, busso, clamorosa_protesta, baccano, buscherio, patassio, buggerio, strepito",YES,,,chiedono_a_gran_voce,,
,bn:00019455n,n,"clarinet, a_clarinet, clarinets, clarenet, b♭_clarinet, clarinet_in_a, clarinette, klarino, clarionet, clerinet, b_flat_clarinet, e-flat_clarinets",A single-reed instrument with a straight tube,"clarinetto, clarino, clarinetti, clarinetto_soprano",YES,,,clarinettista,,
,bn:00019456n,n,clarinet_section,The section of a band or orchestra that plays clarinets,clarinetto_sezione,YES,,,,,
,bn:00019458n,n,"clarion, clarino_trumpet",A medieval brass instrument with a clear shrill tone,"chiarina, chiarino, clarino, clarina, squillante, clarion",YES,,,,,
,bn:00019568n,n,"classical_ballet, ballet_lessons, ballo_classico, ballet_lesson, ballet_training",A style of ballet based on precise conventional steps performed with graceful and flowing movements,"danza_classica, danza_accademica",YES,,,,,
,bn:00019614n,n,"piano_keyboard, clavier, keyboard, fingerboard",A bank of keys on a musical instrument,"tastiera_del_pianoforte, tastiera_elettronica, tastiera_musicale, tastiera_di_pianoforte, tastiera",YES,,,musica_per_tastiera,,
,bn:00019759n,n,click-clack,A succession of clicks,click-clack,YES,,,,,
,bn:00019761n,n,"clickety-clack, clickety-click",A fast and rhythmic click-clack,"clicchettio, clic-clic, clic-clac",YES,,,,,
,bn:00019853n,n,"clopping, clop, clunking, clip-clop, clumping, clippety-clop",The sound of a horse's hoofs hitting on a hard surface,"zoccolata, clippety-clop, clop, clip-clop",YES,"anche clippety-clop mi sembra molto inglese, però l'ho tenuto perchè in quanto parola onomatopeica presumo si possa trovare anche in italiano",,"clopping, clunking, aggregazione",,
,bn:00019904n,n,"clog_dance, clog, clog_dancing",A dance performed while wearing shoes with wooden soles; has heavy stamping steps,clog_dance ,YES,"anche in italiano è chiamata clog-dance, ho eliminato tutti i lemmata IT presenti e aggiunto clog_dance",,"zoccolo, intasare_danza, danza_zoccolo, intasamento",,
,bn:00019905n,n,clog_dancer,Someone who does clog dancing,"ballerino_di_clog_dance, ballerina_di_clog_dance ",YES,,,"intasare_ballerino, intasamento",,
,bn:00020057n,n,"cluck, clucking",The sound made by a hen (as in calling her chicks),"chioccio, coccodè, chioccia, chiocciare",YES,,,,,
,bn:00020060n,n,"thumping, thud, thump, clump, clunk",A heavy dull sound (as made by impact of heavy objects),"tonfo, botto, martellante, clunk",YES,,,,,
,bn:00020269n,n,"cock-a-doodle-doo, cocka-doodle-doo, cockadoodledoo",An imitation of the crow of a cock,"chicchirichì, cuccurucù",YES,,,cock-a-doodle-doo,,
,bn:00021069n,n,"triad, common_chord, harmonic_triad, triadic_music, pivot_chord, common-chord, triadic, pivot, theory_of_triads, triadic_chord, diatonic_pivot_chord",A three-note major or minor chord; a note and its third and fifth tones,"triade, triade_tonale, accordo_comune",YES,,,,,
,bn:00021129n,n,"common_time, four-four_time, quadruple_time, common_measure",A time signature indicating four beats to the bar,"tempo_comune, 4-4_tempo, quattro_quarti",YES,ho aggiunto 'quattro_quarti',,"metro_duple, tempo_quadruple",,
,bn:00021213n,n,"rumpus, ruckus, ruction, commotion, tumult, din",The act of making a noisy disturbance,"chiasso, clamore, confusione, putiferio, cancan, schiamazzo, chiassata, ruction, ruckus",YES,,,,,
,bn:00021560n,n,"music_lover, concert-goer",Someone who attends concerts,"musicomane, music_lover, concerto-frequentatore",YES,,,,,
,bn:00021562n,n,"concert_grand, concert_piano",A grand piano suitable for concert performances,pianoforte_da_concerto,YES,,,"concerto, concerto_di_pianoforte",,
